index,lon,lat
87907,-146.75,28.75
87908,-146.25,28.75
87909,-145.75,28.75
87910,-145.25,28.75
87911,-144.75,28.75
87912,-144.25,28.75
87913,-143.75,28.75
87914,-143.25,28.75
87915,-142.75,28.75
87916,-142.25,28.75
87917,-141.75,28.75
87918,-141.25,28.75
87919,-140.75,28.75
87920,-140.25,28.75
87921,-139.75,28.75
87922,-139.25,28.75
87923,-138.75,28.75
87924,-138.25,28.75
87925,-137.75,28.75
87926,-137.25,28.75
87927,-136.75,28.75
87928,-136.25,28.75
87929,-135.75,28.75
87930,-135.25,28.75
87931,-134.75,28.75
87932,-134.25,28.75
87933,-133.75,28.75
87934,-133.25,28.75
87935,-132.75,28.75
87936,-132.25,28.75
87937,-131.75,28.75
87938,-131.25,28.75
87939,-130.75,28.75
87940,-130.25,28.75
87941,-129.75,28.75
87942,-129.25,28.75
87943,-128.75,28.75
87944,-128.25,28.75
87945,-127.75,28.75
87946,-127.25,28.75
87947,-126.75,28.75
87948,-126.25,28.75
87949,-125.75,28.75
87950,-125.25,28.75
87951,-124.75,28.75
87952,-124.25,28.75
87953,-123.75,28.75
87954,-123.25,28.75
87955,-122.75,28.75
87956,-122.25,28.75
87957,-121.75,28.75
87958,-121.25,28.75
87959,-120.75,28.75
87960,-120.25,28.75
87961,-119.75,28.75
87962,-119.25,28.75
87963,-118.75,28.75
87964,-118.25,28.75
87965,-117.75,28.75
87966,-117.25,28.75
87967,-116.75,28.75
87968,-116.25,28.75
87969,-115.75,28.75
87970,-115.25,28.75
87971,-114.75,28.75
87972,-114.25,28.75
87973,-113.75,28.75
87974,-113.25,28.75
87975,-112.75,28.75
87976,-112.25,28.75
87977,-111.75,28.75
87978,-111.25,28.75
87979,-110.75,28.75
87980,-110.25,28.75
87981,-109.75,28.75
87982,-109.25,28.75
87983,-108.75,28.75
87984,-108.25,28.75
87985,-107.75,28.75
87986,-107.25,28.75
87987,-106.75,28.75
87988,-106.25,28.75
87989,-105.75,28.75
87990,-105.25,28.75
87991,-104.75,28.75
87992,-104.25,28.75
87993,-103.75,28.75
87994,-103.25,28.75
87995,-102.75,28.75
87996,-102.25,28.75
87997,-101.75,28.75
87998,-101.25,28.75
87999,-100.75,28.75
88000,-100.25,28.75
88001,-99.75,28.75
88002,-99.25,28.75
88003,-98.75,28.75
88004,-98.25,28.75
88005,-97.75,28.75
88006,-97.25,28.75
88007,-96.75,28.75
88008,-96.25,28.75
88009,-95.75,28.75
88010,-95.25,28.75
88011,-94.75,28.75
88012,-94.25,28.75
88013,-93.75,28.75
88014,-93.25,28.75
88015,-92.75,28.75
88016,-92.25,28.75
88017,-91.75,28.75
88018,-91.25,28.75
88019,-90.75,28.75
88020,-90.25,28.75
88021,-89.75,28.75
88022,-89.25,28.75
88023,-88.75,28.75
88024,-88.25,28.75
88025,-87.75,28.75
88026,-87.25,28.75
88027,-86.75,28.75
88028,-86.25,28.75
88029,-85.75,28.75
88030,-85.25,28.75
88621,-149.75,28.25
88622,-149.25,28.25
88623,-148.75,28.25
88624,-148.25,28.25
88625,-147.75,28.25
88626,-147.25,28.25
88627,-146.75,28.25
88628,-146.25,28.25
88629,-145.75,28.25
88630,-145.25,28.25
88631,-144.75,28.25
88632,-144.25,28.25
88633,-143.75,28.25
88634,-143.25,28.25
88635,-142.75,28.25
88636,-142.25,28.25
88637,-141.75,28.25
88638,-141.25,28.25
88639,-140.75,28.25
88640,-140.25,28.25
88641,-139.75,28.25
88642,-139.25,28.25
88643,-138.75,28.25
88644,-138.25,28.25
88645,-137.75,28.25
88646,-137.25,28.25
88647,-136.75,28.25
88648,-136.25,28.25
88649,-135.75,28.25
88650,-135.25,28.25
88651,-134.75,28.25
88652,-134.25,28.25
88653,-133.75,28.25
88654,-133.25,28.25
88655,-132.75,28.25
88656,-132.25,28.25
88657,-131.75,28.25
88658,-131.25,28.25
88659,-130.75,28.25
88660,-130.25,28.25
88661,-129.75,28.25
88662,-129.25,28.25
88663,-128.75,28.25
88664,-128.25,28.25
88665,-127.75,28.25
88666,-127.25,28.25
88667,-126.75,28.25
88668,-126.25,28.25
88669,-125.75,28.25
88670,-125.25,28.25
88671,-124.75,28.25
88672,-124.25,28.25
88673,-123.75,28.25
88674,-123.25,28.25
88675,-122.75,28.25
88676,-122.25,28.25
88677,-121.75,28.25
88678,-121.25,28.25
88679,-120.75,28.25
88680,-120.25,28.25
88681,-119.75,28.25
88682,-119.25,28.25
88683,-118.75,28.25
88684,-118.25,28.25
88685,-117.75,28.25
88686,-117.25,28.25
88687,-116.75,28.25
88688,-116.25,28.25
88689,-115.75,28.25
88690,-115.25,28.25
88691,-114.75,28.25
88692,-114.25,28.25
88693,-113.75,28.25
88694,-113.25,28.25
88695,-112.75,28.25
88696,-112.25,28.25
88697,-111.75,28.25
88698,-111.25,28.25
88699,-110.75,28.25
88700,-110.25,28.25
88701,-109.75,28.25
88702,-109.25,28.25
88703,-108.75,28.25
88704,-108.25,28.25
88705,-107.75,28.25
88706,-107.25,28.25
88707,-106.75,28.25
88708,-106.25,28.25
88709,-105.75,28.25
88710,-105.25,28.25
88711,-104.75,28.25
88712,-104.25,28.25
88713,-103.75,28.25
88714,-103.25,28.25
88715,-102.75,28.25
88716,-102.25,28.25
88717,-101.75,28.25
88718,-101.25,28.25
88719,-100.75,28.25
88720,-100.25,28.25
88721,-99.75,28.25
88722,-99.25,28.25
88723,-98.75,28.25
88724,-98.25,28.25
88725,-97.75,28.25
88726,-97.25,28.25
88727,-96.75,28.25
88728,-96.25,28.25
88729,-95.75,28.25
88730,-95.25,28.25
88731,-94.75,28.25
88732,-94.25,28.25
88733,-93.75,28.25
88734,-93.25,28.25
88735,-92.75,28.25
88736,-92.25,28.25
88737,-91.75,28.25
88738,-91.25,28.25
88739,-90.75,28.25
88740,-90.25,28.25
88741,-89.75,28.25
88742,-89.25,28.25
88743,-88.75,28.25
88744,-88.25,28.25
88745,-87.75,28.25
88746,-87.25,28.25
88747,-86.75,28.25
88748,-86.25,28.25
88749,-85.75,28.25
88750,-85.25,28.25
89341,-149.75,27.75
89342,-149.25,27.75
89343,-148.75,27.75
89344,-148.25,27.75
89345,-147.75,27.75
89346,-147.25,27.75
89347,-146.75,27.75
89348,-146.25,27.75
89349,-145.75,27.75
89350,-145.25,27.75
89351,-144.75,27.75
89352,-144.25,27.75
89353,-143.75,27.75
89354,-143.25,27.75
89355,-142.75,27.75
89356,-142.25,27.75
89357,-141.75,27.75
89358,-141.25,27.75
89359,-140.75,27.75
89360,-140.25,27.75
89361,-139.75,27.75
89362,-139.25,27.75
89363,-138.75,27.75
89364,-138.25,27.75
89365,-137.75,27.75
89366,-137.25,27.75
89367,-136.75,27.75
89368,-136.25,27.75
89369,-135.75,27.75
89370,-135.25,27.75
89371,-134.75,27.75
89372,-134.25,27.75
89373,-133.75,27.75
89374,-133.25,27.75
89375,-132.75,27.75
89376,-132.25,27.75
89377,-131.75,27.75
89378,-131.25,27.75
89379,-130.75,27.75
89380,-130.25,27.75
89381,-129.75,27.75
89382,-129.25,27.75
89383,-128.75,27.75
89384,-128.25,27.75
89385,-127.75,27.75
89386,-127.25,27.75
89387,-126.75,27.75
89388,-126.25,27.75
89389,-125.75,27.75
89390,-125.25,27.75
89391,-124.75,27.75
89392,-124.25,27.75
89393,-123.75,27.75
89394,-123.25,27.75
89395,-122.75,27.75
89396,-122.25,27.75
89397,-121.75,27.75
89398,-121.25,27.75
89399,-120.75,27.75
89400,-120.25,27.75
89401,-119.75,27.75
89402,-119.25,27.75
89403,-118.75,27.75
89404,-118.25,27.75
89405,-117.75,27.75
89406,-117.25,27.75
89407,-116.75,27.75
89408,-116.25,27.75
89409,-115.75,27.75
89410,-115.25,27.75
89411,-114.75,27.75
89412,-114.25,27.75
89413,-113.75,27.75
89414,-113.25,27.75
89415,-112.75,27.75
89416,-112.25,27.75
89417,-111.75,27.75
89418,-111.25,27.75
89419,-110.75,27.75
89420,-110.25,27.75
89421,-109.75,27.75
89422,-109.25,27.75
89423,-108.75,27.75
89424,-108.25,27.75
89425,-107.75,27.75
89426,-107.25,27.75
89427,-106.75,27.75
89428,-106.25,27.75
89429,-105.75,27.75
89430,-105.25,27.75
89431,-104.75,27.75
89432,-104.25,27.75
89433,-103.75,27.75
89434,-103.25,27.75
89435,-102.75,27.75
89436,-102.25,27.75
89437,-101.75,27.75
89438,-101.25,27.75
89439,-100.75,27.75
89440,-100.25,27.75
89441,-99.75,27.75
89442,-99.25,27.75
89443,-98.75,27.75
89444,-98.25,27.75
89445,-97.75,27.75
89446,-97.25,27.75
89447,-96.75,27.75
89448,-96.25,27.75
89449,-95.75,27.75
89450,-95.25,27.75
89451,-94.75,27.75
89452,-94.25,27.75
89453,-93.75,27.75
89454,-93.25,27.75
89455,-92.75,27.75
89456,-92.25,27.75
89457,-91.75,27.75
89458,-91.25,27.75
89459,-90.75,27.75
89460,-90.25,27.75
89461,-89.75,27.75
89462,-89.25,27.75
89463,-88.75,27.75
89464,-88.25,27.75
89465,-87.75,27.75
89466,-87.25,27.75
89467,-86.75,27.75
89468,-86.25,27.75
89469,-85.75,27.75
89470,-85.25,27.75
90061,-149.75,27.25
90062,-149.25,27.25
90063,-148.75,27.25
90064,-148.25,27.25
90065,-147.75,27.25
90066,-147.25,27.25
90067,-146.75,27.25
90068,-146.25,27.25
90069,-145.75,27.25
90070,-145.25,27.25
90071,-144.75,27.25
90072,-144.25,27.25
90073,-143.75,27.25
90074,-143.25,27.25
90075,-142.75,27.25
90076,-142.25,27.25
90077,-141.75,27.25
90078,-141.25,27.25
90079,-140.75,27.25
90080,-140.25,27.25
90081,-139.75,27.25
90082,-139.25,27.25
90083,-138.75,27.25
90084,-138.25,27.25
90085,-137.75,27.25
90086,-137.25,27.25
90087,-136.75,27.25
90088,-136.25,27.25
90089,-135.75,27.25
90090,-135.25,27.25
90091,-134.75,27.25
90092,-134.25,27.25
90093,-133.75,27.25
90094,-133.25,27.25
90095,-132.75,27.25
90096,-132.25,27.25
90097,-131.75,27.25
90098,-131.25,27.25
90099,-130.75,27.25
90100,-130.25,27.25
90101,-129.75,27.25
90102,-129.25,27.25
90103,-128.75,27.25
90104,-128.25,27.25
90105,-127.75,27.25
90106,-127.25,27.25
90107,-126.75,27.25
90108,-126.25,27.25
90109,-125.75,27.25
90110,-125.25,27.25
90111,-124.75,27.25
90112,-124.25,27.25
90113,-123.75,27.25
90114,-123.25,27.25
90115,-122.75,27.25
90116,-122.25,27.25
90117,-121.75,27.25
90118,-121.25,27.25
90119,-120.75,27.25
90120,-120.25,27.25
90121,-119.75,27.25
90122,-119.25,27.25
90123,-118.75,27.25
90124,-118.25,27.25
90125,-117.75,27.25
90126,-117.25,27.25
90127,-116.75,27.25
90128,-116.25,27.25
90129,-115.75,27.25
90130,-115.25,27.25
90131,-114.75,27.25
90132,-114.25,27.25
90133,-113.75,27.25
90134,-113.25,27.25
90135,-112.75,27.25
90136,-112.25,27.25
90137,-111.75,27.25
90138,-111.25,27.25
90139,-110.75,27.25
90140,-110.25,27.25
90141,-109.75,27.25
90142,-109.25,27.25
90143,-108.75,27.25
90144,-108.25,27.25
90145,-107.75,27.25
90146,-107.25,27.25
90147,-106.75,27.25
90148,-106.25,27.25
90149,-105.75,27.25
90150,-105.25,27.25
90151,-104.75,27.25
90152,-104.25,27.25
90153,-103.75,27.25
90154,-103.25,27.25
90155,-102.75,27.25
90156,-102.25,27.25
90157,-101.75,27.25
90158,-101.25,27.25
90159,-100.75,27.25
90160,-100.25,27.25
90161,-99.75,27.25
90162,-99.25,27.25
90163,-98.75,27.25
90164,-98.25,27.25
90165,-97.75,27.25
90166,-97.25,27.25
90167,-96.75,27.25
90168,-96.25,27.25
90169,-95.75,27.25
90170,-95.25,27.25
90171,-94.75,27.25
90172,-94.25,27.25
90173,-93.75,27.25
90174,-93.25,27.25
90175,-92.75,27.25
90176,-92.25,27.25
90177,-91.75,27.25
90178,-91.25,27.25
90179,-90.75,27.25
90180,-90.25,27.25
90181,-89.75,27.25
90182,-89.25,27.25
90183,-88.75,27.25
90184,-88.25,27.25
90185,-87.75,27.25
90186,-87.25,27.25
90187,-86.75,27.25
90188,-86.25,27.25
90189,-85.75,27.25
90190,-85.25,27.25
90781,-149.75,26.75
90782,-149.25,26.75
90783,-148.75,26.75
90784,-148.25,26.75
90785,-147.75,26.75
90786,-147.25,26.75
90787,-146.75,26.75
90788,-146.25,26.75
90789,-145.75,26.75
90790,-145.25,26.75
90791,-144.75,26.75
90792,-144.25,26.75
90793,-143.75,26.75
90794,-143.25,26.75
90795,-142.75,26.75
90796,-142.25,26.75
90797,-141.75,26.75
90798,-141.25,26.75
90799,-140.75,26.75
90800,-140.25,26.75
90801,-139.75,26.75
90802,-139.25,26.75
90803,-138.75,26.75
90804,-138.25,26.75
90805,-137.75,26.75
90806,-137.25,26.75
90807,-136.75,26.75
90808,-136.25,26.75
90809,-135.75,26.75
90810,-135.25,26.75
90811,-134.75,26.75
90812,-134.25,26.75
90813,-133.75,26.75
90814,-133.25,26.75
90815,-132.75,26.75
90816,-132.25,26.75
90817,-131.75,26.75
90818,-131.25,26.75
90819,-130.75,26.75
90820,-130.25,26.75
90821,-129.75,26.75
90822,-129.25,26.75
90823,-128.75,26.75
90824,-128.25,26.75
90825,-127.75,26.75
90826,-127.25,26.75
90827,-126.75,26.75
90828,-126.25,26.75
90829,-125.75,26.75
90830,-125.25,26.75
90831,-124.75,26.75
90832,-124.25,26.75
90833,-123.75,26.75
90834,-123.25,26.75
90835,-122.75,26.75
90836,-122.25,26.75
90837,-121.75,26.75
90838,-121.25,26.75
90839,-120.75,26.75
90840,-120.25,26.75
90841,-119.75,26.75
90842,-119.25,26.75
90843,-118.75,26.75
90844,-118.25,26.75
90845,-117.75,26.75
90846,-117.25,26.75
90847,-116.75,26.75
90848,-116.25,26.75
90849,-115.75,26.75
90850,-115.25,26.75
90851,-114.75,26.75
90852,-114.25,26.75
90853,-113.75,26.75
90854,-113.25,26.75
90855,-112.75,26.75
90856,-112.25,26.75
90857,-111.75,26.75
90858,-111.25,26.75
90859,-110.75,26.75
90860,-110.25,26.75
90861,-109.75,26.75
90862,-109.25,26.75
90863,-108.75,26.75
90864,-108.25,26.75
90865,-107.75,26.75
90866,-107.25,26.75
90867,-106.75,26.75
90868,-106.25,26.75
90869,-105.75,26.75
90870,-105.25,26.75
90871,-104.75,26.75
90872,-104.25,26.75
90873,-103.75,26.75
90874,-103.25,26.75
90875,-102.75,26.75
90876,-102.25,26.75
90877,-101.75,26.75
90878,-101.25,26.75
90879,-100.75,26.75
90880,-100.25,26.75
90881,-99.75,26.75
90882,-99.25,26.75
90883,-98.75,26.75
90884,-98.25,26.75
90885,-97.75,26.75
90886,-97.25,26.75
90887,-96.75,26.75
90888,-96.25,26.75
90889,-95.75,26.75
90890,-95.25,26.75
90891,-94.75,26.75
90892,-94.25,26.75
90893,-93.75,26.75
90894,-93.25,26.75
90895,-92.75,26.75
90896,-92.25,26.75
90897,-91.75,26.75
90898,-91.25,26.75
90899,-90.75,26.75
90900,-90.25,26.75
90901,-89.75,26.75
90902,-89.25,26.75
90903,-88.75,26.75
90904,-88.25,26.75
90905,-87.75,26.75
90906,-87.25,26.75
90907,-86.75,26.75
90908,-86.25,26.75
90909,-85.75,26.75
90910,-85.25,26.75
91501,-149.75,26.25
91502,-149.25,26.25
91503,-148.75,26.25
91504,-148.25,26.25
91505,-147.75,26.25
91506,-147.25,26.25
91507,-146.75,26.25
91508,-146.25,26.25
91509,-145.75,26.25
91510,-145.25,26.25
91511,-144.75,26.25
91512,-144.25,26.25
91513,-143.75,26.25
91514,-143.25,26.25
91515,-142.75,26.25
91516,-142.25,26.25
91517,-141.75,26.25
91518,-141.25,26.25
91519,-140.75,26.25
91520,-140.25,26.25
91521,-139.75,26.25
91522,-139.25,26.25
91523,-138.75,26.25
91524,-138.25,26.25
91525,-137.75,26.25
91526,-137.25,26.25
91527,-136.75,26.25
91528,-136.25,26.25
91529,-135.75,26.25
91530,-135.25,26.25
91531,-134.75,26.25
91532,-134.25,26.25
91533,-133.75,26.25
91534,-133.25,26.25
91535,-132.75,26.25
91536,-132.25,26.25
91537,-131.75,26.25
91538,-131.25,26.25
91539,-130.75,26.25
91540,-130.25,26.25
91541,-129.75,26.25
91542,-129.25,26.25
91543,-128.75,26.25
91544,-128.25,26.25
91545,-127.75,26.25
91546,-127.25,26.25
91547,-126.75,26.25
91548,-126.25,26.25
91549,-125.75,26.25
91550,-125.25,26.25
91551,-124.75,26.25
91552,-124.25,26.25
91553,-123.75,26.25
91554,-123.25,26.25
91555,-122.75,26.25
91556,-122.25,26.25
91557,-121.75,26.25
91558,-121.25,26.25
91559,-120.75,26.25
91560,-120.25,26.25
91561,-119.75,26.25
91562,-119.25,26.25
91563,-118.75,26.25
91564,-118.25,26.25
91565,-117.75,26.25
91566,-117.25,26.25
91567,-116.75,26.25
91568,-116.25,26.25
91569,-115.75,26.25
91570,-115.25,26.25
91571,-114.75,26.25
91572,-114.25,26.25
91573,-113.75,26.25
91574,-113.25,26.25
91575,-112.75,26.25
91576,-112.25,26.25
91577,-111.75,26.25
91578,-111.25,26.25
91579,-110.75,26.25
91580,-110.25,26.25
91581,-109.75,26.25
91582,-109.25,26.25
91583,-108.75,26.25
91584,-108.25,26.25
91585,-107.75,26.25
91586,-107.25,26.25
91587,-106.75,26.25
91588,-106.25,26.25
91589,-105.75,26.25
91590,-105.25,26.25
91591,-104.75,26.25
91592,-104.25,26.25
91593,-103.75,26.25
91594,-103.25,26.25
91595,-102.75,26.25
91596,-102.25,26.25
91597,-101.75,26.25
91598,-101.25,26.25
91599,-100.75,26.25
91600,-100.25,26.25
91601,-99.75,26.25
91602,-99.25,26.25
91603,-98.75,26.25
91604,-98.25,26.25
91605,-97.75,26.25
91606,-97.25,26.25
91607,-96.75,26.25
91608,-96.25,26.25
91609,-95.75,26.25
91610,-95.25,26.25
91611,-94.75,26.25
91612,-94.25,26.25
91613,-93.75,26.25
91614,-93.25,26.25
91615,-92.75,26.25
91616,-92.25,26.25
91617,-91.75,26.25
91618,-91.25,26.25
91619,-90.75,26.25
91620,-90.25,26.25
91621,-89.75,26.25
91622,-89.25,26.25
91623,-88.75,26.25
91624,-88.25,26.25
91625,-87.75,26.25
91626,-87.25,26.25
91627,-86.75,26.25
91628,-86.25,26.25
91629,-85.75,26.25
91630,-85.25,26.25
92221,-149.75,25.75
92222,-149.25,25.75
92223,-148.75,25.75
92224,-148.25,25.75
92225,-147.75,25.75
92226,-147.25,25.75
92227,-146.75,25.75
92228,-146.25,25.75
92229,-145.75,25.75
92230,-145.25,25.75
92231,-144.75,25.75
92232,-144.25,25.75
92233,-143.75,25.75
92234,-143.25,25.75
92235,-142.75,25.75
92236,-142.25,25.75
92237,-141.75,25.75
92238,-141.25,25.75
92239,-140.75,25.75
92240,-140.25,25.75
92241,-139.75,25.75
92242,-139.25,25.75
92243,-138.75,25.75
92244,-138.25,25.75
92245,-137.75,25.75
92246,-137.25,25.75
92247,-136.75,25.75
92248,-136.25,25.75
92249,-135.75,25.75
92250,-135.25,25.75
92251,-134.75,25.75
92252,-134.25,25.75
92253,-133.75,25.75
92254,-133.25,25.75
92255,-132.75,25.75
92256,-132.25,25.75
92257,-131.75,25.75
92258,-131.25,25.75
92259,-130.75,25.75
92260,-130.25,25.75
92261,-129.75,25.75
92262,-129.25,25.75
92263,-128.75,25.75
92264,-128.25,25.75
92265,-127.75,25.75
92266,-127.25,25.75
92267,-126.75,25.75
92268,-126.25,25.75
92269,-125.75,25.75
92270,-125.25,25.75
92271,-124.75,25.75
92272,-124.25,25.75
92273,-123.75,25.75
92274,-123.25,25.75
92275,-122.75,25.75
92276,-122.25,25.75
92277,-121.75,25.75
92278,-121.25,25.75
92279,-120.75,25.75
92280,-120.25,25.75
92281,-119.75,25.75
92282,-119.25,25.75
92283,-118.75,25.75
92284,-118.25,25.75
92285,-117.75,25.75
92286,-117.25,25.75
92287,-116.75,25.75
92288,-116.25,25.75
92289,-115.75,25.75
92290,-115.25,25.75
92291,-114.75,25.75
92292,-114.25,25.75
92293,-113.75,25.75
92294,-113.25,25.75
92295,-112.75,25.75
92296,-112.25,25.75
92297,-111.75,25.75
92298,-111.25,25.75
92299,-110.75,25.75
92300,-110.25,25.75
92301,-109.75,25.75
92302,-109.25,25.75
92303,-108.75,25.75
92304,-108.25,25.75
92305,-107.75,25.75
92306,-107.25,25.75
92307,-106.75,25.75
92308,-106.25,25.75
92309,-105.75,25.75
92310,-105.25,25.75
92311,-104.75,25.75
92312,-104.25,25.75
92313,-103.75,25.75
92314,-103.25,25.75
92315,-102.75,25.75
92316,-102.25,25.75
92317,-101.75,25.75
92318,-101.25,25.75
92319,-100.75,25.75
92320,-100.25,25.75
92321,-99.75,25.75
92322,-99.25,25.75
92323,-98.75,25.75
92324,-98.25,25.75
92325,-97.75,25.75
92326,-97.25,25.75
92327,-96.75,25.75
92328,-96.25,25.75
92329,-95.75,25.75
92330,-95.25,25.75
92331,-94.75,25.75
92332,-94.25,25.75
92333,-93.75,25.75
92334,-93.25,25.75
92335,-92.75,25.75
92336,-92.25,25.75
92337,-91.75,25.75
92338,-91.25,25.75
92339,-90.75,25.75
92340,-90.25,25.75
92341,-89.75,25.75
92342,-89.25,25.75
92343,-88.75,25.75
92344,-88.25,25.75
